,annual_income,age,employment_years,debt_to_income,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,loan_amount,interest_rate,loan_term_months,home_ownership,months_since_delinquency,total_credit_lines,revolving_balance,savings_balance,payment_history_score,num_dependents,previous_defaults,monthly_installment
514,38563.14,32.0,0.9,0.0514,552.0,0.3362,5,1,7400.56,6.55,60,0,14.0,10,1011.08,1503.89,84.6,1,0,144.97
515,59502.9,23.0,11.4,0.1205,781.0,0.197,7,1,17877.16,10.83,36,0,0.0,11,686.16,1954.48,71.7,1,0,583.84
516,43671.92,58.0,3.7,0.145,750.0,0.0807,6,2,5380.97,6.49,12,0,0.0,9,3165.2,3953.39,79.5,2,0,464.33
517,44270.1,57.0,3.1,0.1436,641.0,0.5824,2,1,10601.95,7.75,24,0,11.0,5,2579.73,3080.47,87.9,1,0,478.29
518,95080.12,52.0,3.7,0.0547,756.0,0.3851,3,4,11595.63,9.43,36,1,19.0,13,3126.48,237.09,84.4,0,0,371.06
519,25842.86,28.0,4.5,0.243,795.0,0.127,7,1,8165.48,10.51,24,1,0.0,10,7232.67,3307.84,73.5,0,0,378.72
520,56392.99,23.0,6.5,0.1237,604.0,0.0972,5,3,12515.13,8.43,24,1,49.0,10,646.68,892.23,56.8,1,0,568.48
521,21928.44,54.0,4.6,0.2827,770.0,0.1795,9,4,10738.69,11.59,24,0,20.0,11,654.36,4247.35,76.7,3,0,503.45
522,84144.89,50.0,5.5,0.0495,757.0,0.198,6,0,14452.27,4.66,48,1,11.0,9,841.5,505.93,65.8,3,0,330.6
523,76518.37,54.0,2.7,0.0285,587.0,0.1871,4,4,6562.47,10.77,48,1,0.0,8,655.06,766.2,88.7,0,0,168.88
524,30080.92,30.0,4.0,0.0904,698.0,0.124,7,3,9148.51,6.2,48,0,105.0,7,546.23,1438.02,65.9,0,0,215.69
525,38750.6,52.0,5.8,0.0799,669.0,0.1789,2,2,5509.25,7.08,48,0,12.0,5,6302.09,1438.24,76.7,1,0,132.13
526,50548.52,25.0,3.3,0.076,717.0,0.2364,5,6,6817.0,7.54,24,0,0.0,9,652.29,4181.49,62.3,2,0,306.89
527,61554.25,38.0,7.4,0.0481,825.0,0.1595,5,6,7694.54,6.33,48,0,0.0,10,3242.47,1257.36,70.0,1,1,181.87
528,41090.45,37.0,1.8,0.1047,571.0,0.1141,5,1,7200.59,6.97,36,1,0.0,7,6812.09,1304.5,92.2,1,0,222.23
529,75897.83,31.0,2.0,0.0373,741.0,0.3242,6,0,6373.56,6.08,36,0,24.0,9,2087.15,915.29,78.1,1,0,194.13
530,127950.73,25.0,13.0,0.0323,771.0,0.1542,5,4,11530.16,3.66,36,1,0.0,9,270.72,1430.77,67.7,0,0,338.68
531,93729.06,56.0,5.7,0.1849,684.0,0.1657,7,2,28093.5,10.57,24,1,13.0,12,7025.57,906.92,94.1,2,0,1303.78
532,84415.81,25.0,6.6,0.045,499.0,0.313,6,4,8783.73,9.7,36,1,0.0,8,1703.45,1232.59,74.8,0,0,282.19
533,133002.09,59.0,6.9,0.0771,623.0,0.3298,5,3,26737.66,6.81,36,0,0.0,5,1547.66,1811.1,71.3,0,0,823.26
534,48811.65,52.0,3.4,0.4,762.0,0.4357,6,1,18830.14,6.67,12,1,0.0,6,34.38,1842.08,82.7,1,0,1626.45
535,33849.46,43.0,6.3,0.1322,802.0,0.2442,2,1,14161.14,9.69,48,0,0.0,5,796.22,1213.83,76.2,3,0,357.06
536,30710.55,53.0,9.9,0.142,668.0,0.1197,5,0,10690.6,8.08,36,0,0.0,8,1401.02,1122.6,50.9,2,1,335.4
537,52253.62,57.0,3.5,0.2287,579.0,0.3694,0,5,7638.02,8.46,48,1,0.0,5,40379.78,1924.28,78.3,1,0,188.12
538,71043.01,56.0,5.5,0.0803,702.0,0.1889,5,3,13004.95,6.91,36,1,2.0,6,3717.77,115.37,77.8,2,0,401.02
539,66277.48,50.0,5.6,0.1362,668.0,0.4484,3,2,24201.27,7.35,36,0,5.0,5,47.94,2043.31,91.1,0,0,751.14
540,33727.37,37.0,2.3,0.2652,542.0,0.1647,5,3,8274.13,8.92,24,1,0.0,6,18383.37,410.5,83.2,0,0,377.7
541,38764.37,60.0,3.6,0.3417,850.0,0.1357,9,4,16342.83,5.94,36,1,13.0,13,30353.06,204.76,70.5,0,0,496.74
542,61027.89,27.0,2.7,0.0722,623.0,0.0907,5,3,14093.62,8.49,48,0,0.0,8,991.58,868.12,79.1,1,0,347.32
543,45942.29,49.0,4.3,0.1202,618.0,0.2549,5,1,8080.99,9.39,36,0,0.0,9,10090.85,1685.35,68.6,1,0,258.44
544,32933.73,40.0,8.8,0.2864,715.0,0.5115,8,2,24352.92,7.86,36,1,0.0,10,1222.06,340.26,65.0,0,0,761.56
545,78800.62,55.0,3.2,0.0406,623.0,0.6426,5,4,7618.94,9.31,36,1,0.0,11,1171.8,989.02,89.1,1,0,243.38
546,95403.07,48.0,3.7,0.0373,571.0,0.3359,4,2,3309.14,10.5,24,0,0.0,8,7160.56,1156.0,66.0,1,0,153.46
547,55916.77,62.0,6.9,0.1045,529.0,0.1089,4,1,7268.3,7.86,60,0,0.0,6,17003.2,431.9,67.3,2,0,146.89
548,16964.14,43.0,18.2,0.1634,834.0,0.3165,7,1,4151.96,7.93,24,0,10.0,8,2163.73,1139.09,84.2,1,0,187.65
549,47533.81,35.0,2.6,0.0587,542.0,0.2312,5,1,7718.13,8.15,48,0,0.0,8,2185.53,2689.88,83.7,0,0,188.97
550,33575.74,51.0,5.8,0.252,557.0,0.1836,8,0,30935.88,7.97,60,1,25.0,12,3915.46,2112.17,62.8,2,0,626.82
551,35550.63,31.0,2.5,0.0774,644.0,0.2953,9,4,6644.99,8.23,36,1,0.0,14,1017.47,3695.11,96.0,3,0,208.94
552,32863.35,27.0,2.8,0.0959,649.0,0.0802,3,1,6502.85,10.0,36,1,0.0,7,2641.08,273.13,57.1,1,0,209.83
553,61650.51,25.0,1.9,0.1051,635.0,0.0487,6,2,11160.72,10.2,24,0,0.0,10,1197.29,1018.82,82.4,1,0,516.04
554,38306.04,25.0,7.1,0.1857,745.0,0.3679,4,0,12821.43,7.42,24,0,4.0,6,816.34,668.94,74.0,0,0,576.49
555,33482.66,54.0,3.4,0.1754,642.0,0.0719,3,2,14275.72,7.2,36,1,30.0,6,2371.26,209.63,70.7,4,0,442.1
556,12074.47,34.0,10.1,0.2727,750.0,0.246,4,1,7030.6,7.78,36,0,15.0,6,2739.45,549.11,76.4,0,0,219.6
557,89856.52,43.0,14.4,0.0389,756.0,0.3834,5,4,7764.24,9.19,48,1,0.0,12,4868.42,501.31,55.8,1,0,193.91
558,13258.07,23.0,1.6,0.164,563.0,0.4717,3,4,5566.11,8.62,36,0,9.0,7,257.71,3987.67,81.8,2,0,176.02
559,48418.61,45.0,9.2,0.1013,666.0,0.3613,2,4,6461.12,8.72,24,1,15.0,6,5716.44,15080.38,80.1,0,0,294.35
560,96125.28,55.0,3.2,0.1042,774.0,0.6307,1,5,25806.77,9.47,36,1,0.0,5,408.88,1267.84,81.0,1,0,826.31
561,30416.34,60.0,6.6,0.1895,610.0,0.3143,5,2,18827.27,9.6,48,1,0.0,12,320.74,212.94,87.8,1,0,473.9
562,64132.54,65.0,3.9,0.1181,669.0,0.1979,7,2,12891.78,6.58,24,1,0.0,12,2815.29,921.05,88.5,1,0,574.75
563,38370.43,64.0,6.8,0.3098,664.0,0.489,0,4,10831.78,6.97,12,1,9.0,3,2671.87,245.94,58.2,1,1,937.09
564,34868.41,30.0,2.2,0.1849,728.0,0.1656,10,3,11815.99,6.92,24,0,0.0,12,437.55,508.26,83.5,0,0,528.6
565,44582.97,39.0,2.7,0.1245,579.0,0.3051,8,1,14126.53,8.04,36,0,0.0,10,974.56,957.33,98.1,2,0,442.93
566,36390.52,63.0,6.6,0.1782,595.0,0.3503,5,4,16044.86,8.26,36,0,0.0,7,1779.34,920.89,68.4,2,0,504.71
567,39870.5,40.0,10.1,0.1222,606.0,0.6585,8,4,12385.87,9.47,36,0,18.0,11,477.2,772.62,50.6,1,0,396.58
568,24474.51,43.0,3.0,0.0515,695.0,0.0848,1,1,1812.35,11.24,24,1,19.0,2,1014.52,2736.9,47.6,0,1,84.67
569,54460.23,40.0,7.7,0.124,682.0,0.39,7,2,6252.08,8.8,12,0,0.0,11,822.97,926.84,75.9,1,0,546.17
570,43807.18,36.0,1.1,0.1035,566.0,0.1779,4,1,3811.85,12.53,12,0,0.0,6,1917.87,1685.2,74.0,0,0,339.62
571,33151.97,50.0,5.7,0.0632,567.0,0.2217,7,2,7770.18,9.97,60,0,8.0,9,474.22,426.47,100.0,1,0,164.98
572,31201.74,22.0,0.4,0.1215,781.0,0.1528,3,2,8284.91,6.48,36,1,0.0,5,3107.72,1221.38,75.3,1,0,253.85
573,37753.88,38.0,3.8,0.1641,659.0,0.1582,2,1,13702.52,9.58,60,0,10.0,9,11397.51,1499.33,73.1,1,0,288.31
574,50253.96,44.0,1.8,0.1143,631.0,0.55,5,0,12853.8,13.25,36,0,0.0,6,2193.83,1115.19,64.4,4,0,434.64
575,39928.45,44.0,4.6,0.2144,741.0,0.2367,6,3,14914.62,9.92,24,1,37.0,11,1282.39,725.41,82.7,1,0,687.68
576,39782.94,34.0,1.7,0.1952,615.0,0.5878,3,4,20517.3,5.47,36,0,0.0,8,1390.55,3489.98,73.7,0,0,619.26
577,60790.11,40.0,4.7,0.0515,678.0,0.2766,2,2,11917.22,8.4,60,1,0.0,4,842.38,1781.36,45.5,3,1,243.93
578,65372.44,64.0,3.5,0.0224,556.0,0.2403,9,3,3851.31,10.08,48,1,0.0,9,1220.99,1371.19,45.9,1,1,97.83
579,31635.45,32.0,3.0,0.1626,838.0,0.4068,5,3,9804.1,2.0,24,0,0.0,10,584.18,2072.97,92.3,0,0,417.07
580,88751.53,45.0,12.5,0.0626,740.0,0.2291,2,7,8801.14,8.07,24,1,2.0,3,3218.47,604.73,86.1,1,0,398.33
581,90438.89,59.0,3.3,0.042,685.0,0.1514,4,3,6322.22,8.26,48,1,0.0,13,8068.52,3525.11,74.3,1,0,155.12
582,67102.38,64.0,4.6,0.0723,666.0,0.0308,6,4,12923.64,8.33,60,0,0.0,8,7019.21,2605.1,81.2,1,0,264.09
583,87370.11,44.0,2.8,0.1102,593.0,0.2392,4,1,14274.34,12.14,24,1,21.0,10,6479.77,295.65,82.1,0,0,672.88
584,33349.23,28.0,1.2,0.0861,701.0,0.2736,7,4,2749.88,11.98,24,0,1.0,10,5491.98,1082.36,100.0,2,0,129.42
585,46538.38,34.0,9.4,0.0861,610.0,0.2135,3,0,12406.55,10.17,48,0,0.0,9,919.52,1091.72,68.2,0,0,315.68
586,18147.0,37.0,18.5,0.0471,711.0,0.1532,9,2,3048.63,10.42,60,0,15.0,11,293.96,1892.46,90.5,3,0,65.41
587,72013.85,38.0,7.3,0.0409,667.0,0.4991,7,1,8732.44,9.01,48,1,0.0,9,1408.39,2472.0,73.4,1,0,217.35
588,58715.74,39.0,1.9,0.0803,720.0,0.3534,6,2,13630.66,8.46,48,0,9.0,10,2861.16,1079.79,78.3,0,0,335.72
589,65743.8,41.0,1.8,0.0686,782.0,0.6258,10,3,8853.97,9.47,48,0,0.0,13,7674.5,2902.92,78.7,1,0,222.31
590,46963.17,54.0,8.5,0.1029,779.0,0.3816,7,1,5943.44,11.82,48,1,5.0,13,12336.92,2723.54,73.8,1,0,155.99
591,68009.57,51.0,4.3,0.099,679.0,0.1562,3,4,11214.41,11.23,24,0,0.0,3,1868.62,536.6,76.5,1,0,523.88
592,58540.54,65.0,16.3,0.0975,634.0,0.2959,4,3,14703.43,8.77,36,1,17.0,7,479.87,1596.96,80.6,1,0,465.99
593,14622.21,25.0,3.0,0.3562,686.0,0.417,4,0,13615.29,7.85,36,0,0.0,6,417.98,289.64,64.7,1,0,425.71
594,61026.2,57.0,3.1,0.035,726.0,0.1047,10,1,8480.23,8.85,60,0,0.0,14,124.59,288.63,70.5,0,0,175.42
595,17251.82,41.0,7.7,0.3415,707.0,0.0322,5,1,13572.0,10.75,36,1,77.0,5,2413.59,124.96,84.3,1,0,442.72
596,88269.06,33.0,4.9,0.118,693.0,0.2506,2,2,15051.65,10.67,36,1,3.0,5,18895.51,1494.81,89.4,1,0,490.42
597,65637.4,31.0,11.4,0.0766,655.0,0.1675,6,3,9189.92,8.09,24,0,28.0,7,155.21,4212.48,89.4,0,0,416.01
598,56104.93,62.0,3.5,0.0762,603.0,0.2062,3,1,14805.82,11.6,60,0,0.0,6,1500.15,6687.21,86.5,1,0,326.36
599,37691.21,64.0,7.3,0.0871,660.0,0.1494,6,6,7915.42,6.15,36,0,1.0,8,1618.73,185.24,77.6,1,0,241.34
600,100200.2,25.0,9.4,0.0643,796.0,0.09,5,2,22851.6,4.16,48,0,0.0,7,955.84,2183.98,65.9,0,0,517.61
601,36553.09,62.0,7.4,0.0764,699.0,0.3908,2,3,12337.57,3.39,60,0,0.0,6,437.94,1553.83,49.6,0,0,223.83
602,49866.82,57.0,3.7,0.0557,698.0,0.1633,5,5,6385.99,9.96,36,1,2.0,7,1274.17,4538.4,94.1,0,0,205.94
603,80831.24,28.0,9.1,0.157,742.0,0.1372,7,3,12532.2,4.17,48,0,0.0,11,38666.57,704.27,40.1,0,1,283.92
604,79863.69,44.0,3.7,0.2103,614.0,0.2994,5,3,27941.01,16.39,24,1,18.0,10,1327.02,365.89,88.5,2,0,1373.29
605,48452.23,49.0,5.2,0.1084,754.0,0.2723,4,4,13526.92,10.07,36,1,14.0,9,41.44,2119.74,42.4,1,1,436.92
606,102894.5,62.0,6.5,0.0663,546.0,0.4714,2,1,21730.3,9.99,48,0,0.0,4,873.84,3450.18,51.1,1,0,551.03
607,75609.62,53.0,4.7,0.0658,614.0,0.029,5,4,10631.0,8.98,36,1,11.0,9,3818.07,2895.42,78.5,1,0,337.96
608,71779.98,41.0,1.6,0.2941,749.0,0.2656,7,2,38290.49,9.07,24,0,25.0,10,428.19,267.79,95.6,0,0,1750.52
609,57835.59,57.0,3.1,0.0768,745.0,0.0765,4,1,9860.65,7.43,60,1,10.0,9,8645.03,1808.5,67.1,1,0,197.26
610,37294.18,58.0,7.5,0.0852,767.0,0.247,5,1,6004.67,6.13,36,0,0.0,7,4089.39,399.05,89.4,1,0,183.03
611,44986.62,64.0,13.3,0.2783,645.0,0.0682,5,3,18254.86,8.0,48,1,37.0,9,29886.81,395.16,78.1,1,0,445.65
612,71018.64,25.0,0.7,0.0621,699.0,0.3476,5,6,19608.01,4.52,60,1,0.0,9,81.24,375.88,80.0,1,0,365.73
613,91211.92,28.0,3.1,0.0588,529.0,0.1648,5,4,16958.66,10.29,48,0,1.0,6,715.07,1803.59,80.9,0,0,432.48
614,30597.17,30.0,15.7,0.0324,591.0,0.2202,3,4,2744.82,7.16,48,0,0.0,4,836.65,638.32,66.2,2,0,65.93
615,45012.94,37.0,1.5,0.0823,615.0,0.2841,4,4,7476.29,6.66,36,0,0.0,10,3947.97,1387.33,100.0,0,0,229.69
616,47958.82,37.0,1.7,0.1472,695.0,0.5095,0,5,12313.81,7.59,24,0,6.0,3,1673.85,496.26,77.7,0,0,554.62
617,82421.44,31.0,10.6,0.1253,764.0,0.2313,7,3,9312.45,7.34,12,1,0.0,9,2656.91,259.38,68.6,1,0,807.24
618,43980.71,44.0,3.5,0.0935,679.0,0.3504,5,4,9782.79,7.21,48,1,0.0,6,5366.25,649.18,87.4,4,0,235.22
619,21100.9,27.0,4.0,0.103,731.0,0.7485,5,4,5737.21,5.42,36,0,0.0,6,401.76,998.11,100.0,1,0,173.03
620,38436.55,48.0,4.2,0.1194,759.0,0.1491,6,2,13945.21,5.29,60,0,0.0,9,5867.31,1187.97,47.7,0,0,265.02
621,59813.24,46.0,7.1,0.0379,745.0,0.2702,13,1,8652.81,9.86,60,0,0.0,17,271.07,385.44,98.8,3,0,183.25
622,20829.38,32.0,7.2,0.1757,697.0,0.239,9,4,7315.18,6.0,36,0,5.0,12,4124.67,224.43,82.4,0,0,222.54
623,44932.61,47.0,10.3,0.1234,642.0,0.3516,1,0,6213.24,9.35,36,0,4.0,1,13177.33,1075.24,81.0,3,0,198.59
624,48531.06,39.0,2.1,0.1835,640.0,0.2229,7,4,21558.38,7.88,36,1,4.0,11,3393.12,787.95,75.1,0,0,674.37
625,7909.15,58.0,9.7,0.5419,537.0,0.2259,6,2,12862.85,14.05,60,1,0.0,11,2875.83,2302.52,77.7,0,0,299.63
626,69777.39,63.0,7.1,0.0939,676.0,0.5182,10,0,9897.74,9.05,24,1,68.0,16,4679.19,12833.25,72.0,0,0,452.4
627,36221.65,40.0,2.2,0.128,644.0,0.2823,8,3,7672.51,7.36,36,0,3.0,10,7408.56,686.11,92.8,0,0,238.17
628,32812.69,61.0,9.0,0.1879,672.0,0.0168,1,3,21583.91,9.18,60,1,14.0,5,3198.53,1272.99,64.0,2,0,449.93
629,27023.73,27.0,5.0,0.4365,604.0,0.3638,6,1,25485.42,9.12,60,0,0.0,10,22620.99,1670.75,56.4,0,1,530.52
630,59633.81,31.0,4.8,0.0832,850.0,0.1627,5,3,13680.82,6.92,48,0,0.0,9,4307.03,2983.28,61.4,1,1,327.1
631,15647.28,45.0,3.4,0.7266,694.0,0.3205,5,4,17280.95,9.78,36,1,1.0,7,19580.46,2850.96,77.8,1,0,555.82
632,110925.14,32.0,2.6,0.0385,617.0,0.314,7,5,10617.87,9.04,36,0,0.0,12,890.81,212.29,29.2,0,1,337.84
633,49059.65,29.0,2.4,0.1546,689.0,0.316,6,1,18696.93,5.8,36,0,27.0,9,3239.26,1032.77,77.8,2,0,567.1
634,22794.77,28.0,0.6,0.2368,711.0,0.3188,7,2,9639.62,7.83,36,0,108.0,8,7420.71,6323.29,74.4,1,0,301.32
635,54046.21,34.0,6.2,0.0816,770.0,0.4718,8,1,8275.33,9.9,48,0,0.0,11,7909.49,1039.7,72.5,2,1,209.49
636,59316.12,55.0,3.5,0.0871,644.0,0.296,4,1,16810.99,10.02,48,0,0.0,8,203.73,967.9,61.3,0,0,426.53
637,74423.93,41.0,3.1,0.0973,633.0,0.1316,4,0,12722.57,9.91,24,0,14.0,7,856.0,976.01,78.1,1,0,586.55
638,126566.74,61.0,5.4,0.083,651.0,0.1335,7,3,25947.84,10.04,36,1,0.0,10,1876.48,267.54,96.1,0,0,837.75
639,37570.38,29.0,3.0,0.3081,678.0,0.4709,4,4,17357.7,8.59,36,1,0.0,5,20803.41,154.97,87.3,0,0,548.66
640,12030.16,40.0,10.7,0.1862,617.0,0.1277,5,2,8921.11,8.88,60,1,0.0,10,101.83,1458.04,80.8,0,0,184.67
641,87346.43,63.0,6.4,0.0609,766.0,0.2217,4,3,12474.91,7.43,48,0,0.0,7,7103.54,737.48,44.3,0,1,301.22
642,41113.34,34.0,5.0,0.0692,754.0,0.2101,5,4,7362.29,7.18,36,0,8.0,6,461.08,2043.7,100.0,0,0,227.93
643,18556.9,28.0,3.4,0.2142,755.0,0.0394,2,1,7067.89,7.54,24,0,2.0,3,650.97,359.22,72.5,0,0,318.18
644,36425.8,30.0,15.1,0.0678,818.0,0.3202,5,1,8746.61,4.35,48,0,0.0,8,352.41,949.96,83.2,3,0,198.86
645,72890.65,63.0,6.9,0.0967,574.0,0.0614,4,0,21107.84,10.59,48,0,0.0,9,2287.77,569.05,88.7,0,0,541.35
646,50674.54,62.0,4.6,0.1539,585.0,0.4779,3,2,13386.64,10.2,24,0,0.0,4,1552.18,297.36,80.2,0,0,618.96
647,34642.42,23.0,1.8,0.2142,783.0,0.148,5,2,13037.87,6.51,24,0,8.0,11,1878.53,5543.99,75.0,1,0,580.85
648,35965.72,22.0,13.2,0.14,623.0,0.3591,3,1,12871.21,4.99,36,0,4.0,3,1698.6,2264.72,79.3,0,0,385.7
649,101354.37,59.0,7.1,0.0838,615.0,0.085,5,3,12113.36,8.59,24,1,0.0,10,7818.83,2728.05,72.5,1,0,551.12
650,50708.96,62.0,3.4,0.1264,597.0,0.174,5,1,5738.19,11.98,12,1,9.0,6,1209.95,562.24,82.8,1,0,509.78
651,80586.37,43.0,5.5,0.0714,630.0,0.4368,6,3,14755.55,8.9,36,0,0.0,12,537.11,1683.12,69.0,3,0,468.54
652,40622.98,44.0,2.2,0.0886,558.0,0.509,5,3,9013.17,8.23,36,1,13.0,6,820.79,2930.9,62.1,1,0,283.4
653,19015.45,23.0,10.3,0.6154,682.0,0.5152,3,2,30303.51,6.57,36,0,0.0,5,2274.25,409.06,68.4,0,0,929.74
654,43634.27,47.0,2.4,0.0798,687.0,0.085,6,3,6483.48,6.42,24,0,6.0,7,82.34,1575.23,73.9,0,0,288.58
655,79572.85,42.0,10.8,0.1154,675.0,0.2357,5,4,23065.21,10.41,36,1,0.0,10,826.87,2832.33,66.4,2,0,748.7
656,71983.31,31.0,1.2,0.0883,551.0,0.2613,2,3,11605.29,7.57,24,1,0.0,4,343.23,7409.51,83.5,1,0,522.6
657,40235.8,42.0,6.5,0.1905,647.0,0.1268,4,3,11392.65,8.33,24,0,0.0,8,6093.5,2055.08,59.8,2,0,516.98
658,23341.33,53.0,9.8,0.1939,679.0,0.3824,7,3,11076.44,10.33,36,0,0.0,12,897.42,222.76,67.0,0,1,359.12
659,62691.16,48.0,12.2,0.1176,669.0,0.3454,4,1,13368.72,10.6,48,0,7.0,10,13568.18,2050.71,91.5,0,0,342.93
660,48039.11,47.0,2.5,0.0566,760.0,0.2402,4,2,8522.32,6.72,48,0,0.0,4,1189.42,923.0,39.9,1,1,202.97
661,18651.49,25.0,2.7,0.2617,648.0,0.288,5,2,9968.91,7.73,36,0,0.0,10,4776.73,5787.34,57.2,0,0,311.15
662,19260.69,26.0,0.6,0.4255,657.0,0.2106,2,0,8358.59,7.29,36,1,1.0,6,21185.89,517.82,89.3,3,0,259.2
663,97507.62,43.0,2.4,0.0779,693.0,0.3805,5,0,13550.5,10.06,24,1,0.0,10,357.21,476.62,58.9,2,1,625.66
664,48178.05,35.0,4.3,0.0427,658.0,0.1588,5,2,3695.21,6.27,24,1,0.0,5,356.4,3414.78,84.9,2,0,164.22
665,27004.52,52.0,7.2,0.6912,667.0,0.0463,3,4,18115.99,5.46,12,0,49.0,4,42.57,3060.61,68.8,2,0,1554.69
666,28777.07,47.0,10.2,0.2488,597.0,0.2411,4,3,17695.46,11.23,36,1,19.0,6,769.29,835.88,84.3,0,0,581.26
667,89984.28,41.0,10.1,0.1783,781.0,0.1147,5,2,14899.63,5.66,12,0,0.0,7,2836.41,2604.77,57.3,1,0,1280.03
668,32908.36,38.0,3.6,0.1436,615.0,0.5612,7,3,4177.1,8.39,36,1,0.0,10,13111.48,10975.42,65.6,2,0,131.65
669,77674.33,50.0,4.9,0.0568,695.0,0.2109,6,1,16683.42,5.76,60,0,1.0,8,2357.83,2612.69,90.0,0,0,320.68
670,28253.52,62.0,5.9,0.1335,645.0,0.1845,1,2,9396.05,6.0,36,0,0.0,5,1419.32,514.71,100.0,1,0,285.85
671,39218.51,30.0,2.6,0.1609,850.0,0.1004,5,1,14387.18,5.62,36,0,5.0,5,4526.79,190.74,88.9,0,0,435.21
672,29644.01,36.0,6.3,0.0801,597.0,0.0279,3,2,5320.37,7.97,48,0,23.0,6,3402.04,1002.98,67.3,1,0,129.81
673,21618.58,44.0,16.0,0.2519,646.0,0.1336,4,3,14283.14,6.99,36,0,0.0,12,638.01,169.9,66.4,0,0,440.96
674,90164.28,41.0,3.6,0.0785,624.0,0.3422,5,3,13007.27,6.59,24,1,0.0,6,510.24,157.63,78.0,1,0,579.95
675,23785.8,31.0,4.9,0.1232,603.0,0.1957,3,3,7246.76,10.71,36,1,0.0,6,395.57,2022.48,77.6,0,0,236.26
676,38702.4,49.0,4.0,0.1946,551.0,0.0848,3,3,17178.86,11.54,36,0,24.0,8,3035.21,569.98,50.8,2,0,566.82
677,94494.91,58.0,6.0,0.3007,714.0,0.1563,8,1,25299.49,5.48,12,0,0.0,10,9829.49,1287.22,89.0,2,0,2171.39
678,22495.26,25.0,1.7,0.1475,818.0,0.2774,2,2,8426.86,8.21,36,0,46.0,5,583.75,1294.73,65.7,0,0,264.88
679,150639.88,48.0,9.2,0.018,638.0,0.2862,1,2,6977.05,8.31,36,1,4.0,2,315.76,2828.11,75.7,3,0,219.63
680,127414.58,61.0,8.7,0.0764,746.0,0.4464,2,2,16870.59,13.2,24,0,0.0,7,374.68,796.6,76.8,1,0,803.64
681,63376.37,35.0,3.3,0.1545,540.0,0.2877,3,4,17125.77,11.28,24,0,0.0,6,771.81,459.66,56.5,1,1,800.42
682,54214.92,65.0,5.6,0.1763,614.0,0.3876,8,4,5524.28,11.68,24,0,0.0,14,26856.34,6101.81,72.3,1,0,259.22
683,27535.69,32.0,9.8,0.2864,713.0,0.3368,3,3,9673.27,9.65,24,0,25.0,8,10621.3,600.57,98.3,2,0,444.81
684,6871.68,60.0,3.8,0.4111,616.0,0.3367,6,3,4942.89,10.21,24,0,0.0,10,341.06,449.45,82.6,3,0,228.57
685,42221.75,63.0,10.1,0.0934,584.0,0.0695,8,2,9164.78,9.56,36,1,16.0,10,1741.21,686.69,90.0,0,0,293.83
686,26605.74,34.0,8.5,0.0862,664.0,0.421,2,5,6105.81,6.53,36,0,0.0,5,199.17,1166.06,69.9,2,0,187.22
687,31075.53,61.0,7.7,0.1535,733.0,0.2742,3,3,8395.78,11.13,24,1,16.0,10,279.12,391.49,77.8,0,0,391.82
688,46777.53,48.0,2.5,0.2431,722.0,0.3014,5,0,39556.64,6.2,48,1,0.0,7,742.45,834.57,72.6,2,0,932.62
689,74447.16,38.0,11.4,0.0713,684.0,0.1266,3,1,7815.22,7.61,24,0,0.0,5,4509.97,887.24,75.9,0,0,352.07
690,23496.86,54.0,3.0,0.1519,785.0,0.1033,3,1,10860.24,9.73,48,0,38.0,6,1170.72,1047.51,66.1,3,0,274.04
691,92069.23,60.0,8.0,0.2291,721.0,0.2158,3,2,20047.74,6.66,12,1,36.0,5,1324.45,1876.19,95.1,0,0,1731.53
692,65093.48,50.0,5.9,0.1039,575.0,0.2677,3,3,15077.33,9.05,36,0,0.0,5,4189.77,2844.3,62.2,1,0,479.81
693,45795.42,45.0,4.5,0.0877,684.0,0.1444,7,3,11231.63,9.03,48,0,0.0,9,2759.21,3609.32,78.4,1,0,279.66
694,29706.07,42.0,3.4,0.2006,617.0,0.2732,2,3,10996.13,5.88,24,1,0.0,6,495.06,5589.92,47.1,0,1,486.76
695,66909.54,39.0,3.3,0.1145,738.0,0.5067,8,3,14135.58,6.78,36,0,0.0,12,10155.97,920.32,77.2,2,0,435.05
696,72947.72,57.0,3.9,0.1077,764.0,0.1174,7,1,7249.4,11.02,24,1,4.0,11,15829.77,1397.99,75.1,1,0,337.95
697,39824.78,30.0,6.1,0.1776,752.0,0.2989,8,5,6739.56,8.0,12,1,26.0,8,165.09,1343.58,90.7,1,0,586.26
698,59398.69,45.0,11.2,0.0822,850.0,0.0679,4,1,4761.5,8.68,36,1,0.0,7,12803.62,5568.02,80.5,0,0,150.71
699,39961.64,45.0,3.6,0.1205,644.0,0.3488,5,6,12105.72,6.78,36,0,0.0,9,1435.23,787.4,86.2,0,0,372.57
700,16844.55,40.0,1.6,0.1023,646.0,0.3185,3,3,3456.28,9.72,36,0,0.0,3,1623.01,1100.13,79.7,0,0,111.07
701,28605.61,28.0,3.6,0.2173,817.0,0.2573,6,4,10884.92,9.86,24,0,0.0,9,816.64,1262.62,68.6,2,0,501.58
702,9069.23,31.0,5.1,0.5978,666.0,0.2365,4,1,18680.87,7.03,48,0,0.0,8,210.74,1188.76,67.7,1,0,447.6
